id,year,fare,dist,passen,concen
292,1999,249,447,507,0.9487000107765198
292,2000,279,447,498,0.949999988079071
293,1997,214,366,219,0.9557999968528748
293,1998,223,366,221,0.9473000168800354
293,1999,229,366,219,0.9469000101089478
293,2000,240,366,216,0.9369999766349792
294,1997,251,256,178,0.9835000038146973
294,1998,249,256,161,0.98580002784729
294,1999,254,256,152,0.9821000099182129
294,2000,289,256,147,0.988099992275238
295,1997,331,2297,236,0.7526000142097473
295,1998,372,2297,305,0.6708999872207642
295,1999,295,2297,385,0.7032999992370605
295,2000,376,2297,320,0.6941999793052673
296,1997,228,576,213,0.4843999743461609
296,1998,222,576,218,0.49330002069473267
296,1999,238,576,202,0.46880000829696655
296,2000,243,576,213,0.4934000074863434
297,1997,185,508,337,0.8307999968528748
297,1998,186,508,348,0.8547000288963318
297,1999,199,508,346,0.8715000152587891
297,2000,202,508,341,0.8858999609947205
298,1997,214,328,423,0.9573000073432922
298,1998,210,328,482,0.9573000073432922
298,1999,212,328,521,0.9519999623298645
298,2000,252,328,453,0.9651999473571777
299,1997,259,264,618,0.5934999585151672
299,1998,252,264,648,0.5813000202178955
299,1999,124,264,1153,0.48249998688697815
299,2000,236,264,690,0.5877000093460083
300,1997,79,310,2651,0.33150002360343933
300,1998,81,310,2559,0.33070001006126404
300,1999,82,310,2665,0.335099995136261
300,2000,103,310,2312,0.426800012588501
301,1997,166,912,240,0.7193000316619873
301,1998,196,912,184,0.8580000400543213
301,1999,220,912,170,0.8355000019073486
301,2000,210,912,177,0.8137000203132629
302,1997,169,667,130,0.5552999973297119
302,1998,209,667,128,0.5706999897956848
302,1999,197,667,142,0.47519999742507935
302,2000,199,667,84,0.6140000224113464
303,1997,77,284,1732,0.34130001068115234
303,1998,80,284,1861,0.3522999882698059
303,1999,92,284,1567,0.4975000023841858
303,2000,100,284,1160,0.5899999737739563
304,1997,256,800,2558,0.6769000291824341
304,1998,218,800,2950,0.5933000445365906
304,1999,224,800,2929,0.5615000128746033
304,2000,248,800,2829,0.5127999782562256
305,1997,179,240,273,0.6711000204086304
305,1998,183,240,287,0.5763000249862671
305,1999,213,240,206,0.6017000079154968
305,2000,176,240,268,0.48900002241134644
306,1997,143,888,2476,0.6437999606132507
306,1998,174,888,2377,0.5645000338554382
306,1999,187,888,2378,0.5587999820709229
306,2000,178,888,2691,0.5157999992370605
307,1997,235,299,288,0.7324000000953674
307,1998,184,299,311,0.7195999622344971
307,1999,183,299,302,0.6462999582290649
307,2000,201,299,253,0.5629000067710876
308,1997,77,233,3657,0.42570000886917114
308,1998,79,233,3636,0.39090001583099365
308,1999,77,233,3768,0.40880000591278076
308,2000,89,233,3310,0.4359999895095825
309,1997,222,1236,227,0.6809999942779541
309,1998,223,1236,236,0.8068000078201294
309,1999,201,1236,263,0.6820999979972839
309,2000,211,1236,247,0.7451000213623047
310,1997,172,1174,1264,0.32029998302459717
310,1998,159,1174,1543,0.2971999943256378
310,1999,161,1174,1683,0.28540000319480896
310,2000,156,1174,2175,0.27809998393058777
311,1997,165,1120,818,0.39570000767707825
311,1998,155,1120,931,0.45159998536109924
311,1999,160,1120,956,0.4383000135421753
311,2000,156,1120,1150,0.28139999508857727
312,1997,268,590,233,0.7396000027656555
312,1998,214,590,319,0.7362000346183777
312,1999,189,590,278,0.6987999677658081
312,2000,234,590,258,0.5936000347137451
313,1997,238,595,227,0.5740000009536743
313,1998,200,595,239,0.5745999813079834
313,1999,229,595,206,0.5604000091552734
313,2000,284,595,165,0.5785999894142151
314,1997,266,783,691,0.45750001072883606
314,1998,273,783,607,0.4569000005722046
314,1999,147,783,1030,0.42330002784729004
314,2000,166,783,1106,0.4138000011444092
315,1997,177,925,1683,0.3425999879837036
315,1998,185,925,1690,0.3441999852657318
315,1999,173,925,1835,0.3400999903678894
315,2000,186,925,1917,0.3666999936103821
316,1997,82,162,989,0.4245000183582306
316,1998,89,162,977,0.44279998540878296
316,1999,83,162,948,0.4253000020980835
316,2000,104,162,808,0.43959999084472656
317,1997,116,666,219,0.67330002784729
317,1998,123,666,238,0.6648000478744507
317,1999,119,666,258,0.6805999875068665
317,2000,129,666,234,0.694100022315979
318,1997,146,865,466,0.44290000200271606
318,1998,160,865,468,0.5121999979019165
318,1999,148,865,578,0.34869998693466187
318,2000,162,865,551,0.36740002036094666
319,1997,73,405,2423,0.48019999265670776
319,1998,69,405,2606,0.4836999773979187
319,1999,80,405,2498,0.4822999835014343
319,2000,86,405,2281,0.5142999887466431
320,1997,206,475,186,0.8137999773025513
320,1998,180,475,201,0.7928000092506409
320,1999,172,475,223,0.7630000114440918
320,2000,179,475,196,0.7903000116348267
321,1997,155,1515,2135,0.29429998993873596
321,1998,163,1515,2260,0.3322000205516815
321,1999,149,1515,2986,0.3313000202178955
321,2000,151,1515,3146,0.26829999685287476
322,1997,134,323,153,0.7748000621795654
322,1998,129,323,150,0.8424999713897705
322,1999,161,323,136,0.8276000022888184
322,2000,217,323,96,0.7932000160217285
323,1997,114,467,117,0.9262999892234802
323,1998,122,467,108,0.8758000135421753
323,1999,129,467,117,0.9133999347686768
323,2000,173,467,62,0.8884999752044678
324,1997,113,544,351,0.5291999578475952
324,1998,131,544,316,0.5316999554634094
324,1999,127,544,320,0.5270000100135803
324,2000,142,544,339,0.4618000090122223
325,1997,244,1745,3326,0.38189998269081116
325,1998,253,1745,3357,0.382999986410141
325,1999,230,1745,3766,0.3878999948501587
325,2000,222,1745,3965,0.41769999265670776
326,1997,72,271,904,0.7080000042915344
326,1998,79,271,918,0.7669000029563904
326,1999,70,271,937,0.7244999408721924
326,2000,76,271,930,0.7491999864578247
327,1997,256,843,158,0.8752999901771545
327,1998,133,843,504,0.5073000192642212
327,1999,150,843,621,0.47429999709129333
327,2000,156,843,586,0.47110000252723694
328,1997,219,491,423,0.5270999670028687
328,1998,206,491,451,0.5268999934196472
328,1999,201,491,453,0.4511999785900116
328,2000,209,491,420,0.38919997215270996
329,1997,171,1197,1467,0.5
329,1998,194,1197,1337,0.5049000382423401
329,1999,206,1197,1263,0.46299999952316284
329,2000,221,1197,1069,0.4747999906539917
330,1997,167,345,3195,0.5608999729156494
330,1998,175,345,2998,0.5415000319480896
330,1999,178,345,3072,0.5636999607086182
330,2000,148,345,3447,0.4861000180244446
331,1997,126,754,148,0.5859000086784363
331,1998,120,754,157,0.41259998083114624
331,1999,122,754,142,0.5056999921798706
331,2000,95,754,210,0.51419997215271
332,1997,89,395,1208,0.5095000267028809
332,1998,92,395,1186,0.5056999921798706
332,1999,87,395,1259,0.5350000262260437
332,2000,100,395,1148,0.5784000158309937
333,1997,151,837,830,0.3666999936103821
333,1998,148,837,856,0.3813000023365021
333,1999,162,837,893,0.3600999712944031
333,2000,159,837,909,0.3352999985218048
334,1997,229,727,7228,0.38259997963905334
334,1998,217,727,7349,0.35099998116493225
334,1999,212,727,7336,0.3595000207424164
334,2000,245,727,7304,0.35429999232292175
335,1997,230,717,234,0.6819000244140625
335,1998,209,717,243,0.7208999395370483
335,1999,210,717,247,0.6762000322341919
335,2000,219,717,246,0.6118000149726868
336,1997,294,1836,354,0.6345999836921692
336,1998,364,1836,263,0.7318000197410583
336,1999,321,1836,364,0.6654000282287598
336,2000,345,1836,395,0.7058999538421631
337,1997,157,693,309,0.5351999998092651
337,1998,157,693,319,0.5931999683380127
337,1999,156,693,321,0.4765999913215637
337,2000,169,693,299,0.4652999937534332
338,1997,81,423,903,0.515999972820282
338,1998,89,423,937,0.5763999819755554
338,1999,83,423,951,0.5741000175476074
338,2000,92,423,916,0.6151999831199646
339,1997,244,1701,335,0.5145000219345093
339,1998,235,1701,333,0.5270999670028687
339,1999,216,1701,325,0.45019999146461487
339,2000,216,1701,340,0.49779999256134033
340,1997,148,1005,2616,0.34389999508857727
340,1998,143,1005,2763,0.33180001378059387
340,1999,148,1005,2843,0.31370002031326294
340,2000,149,1005,3005,0.281000018119812
341,1997,245,678,1834,0.4404999911785126
341,1998,242,678,1853,0.4509999752044678
341,1999,213,678,2147,0.35569998621940613
341,2000,214,678,2283,0.3553999960422516
342,1997,174,1440,2619,0.28299999237060547
342,1998,174,1440,2656,0.29919999837875366
342,1999,162,1440,3068,0.31200000643730164
342,2000,164,1440,2960,0.2777000069618225
343,1997,223,412,737,0.5727999806404114
343,1998,171,412,980,0.4059999883174896
343,1999,155,412,1113,0.4147999882698059
343,2000,185,412,935,0.42640000581741333
344,1997,272,901,119,0.800000011920929
344,1998,238,901,132,0.8630000352859497
344,1999,265,901,113,0.7837000489234924
344,2000,278,901,105,0.7541000247001648
345,1997,281,1740,525,0.5042999982833862
345,1998,267,1740,598,0.5494999885559082
345,1999,265,1740,653,0.5485000014305115
345,2000,280,1740,643,0.5738999843597412
346,1997,134,849,717,0.42330002784729004
346,1998,134,849,861,0.3441999852657318
346,1999,135,849,1051,0.35040000081062317
346,2000,154,849,874,0.340800017118454
347,1997,191,647,791,0.5341999530792236
347,1998,200,647,728,0.5453000068664551
347,1999,102,647,1163,0.4477999806404114
347,2000,133,647,1156,0.4277999997138977
348,1997,149,1672,309,0.7379000186920166
348,1998,165,1672,368,0.7176999449729919
348,1999,180,1672,304,0.6266000270843506
348,2000,179,1672,275,0.6646000146865845
349,1997,290,642,263,0.7578999996185303
349,1998,251,642,314,0.7787999510765076
349,1999,281,642,291,0.815500020980835
349,2000,286,642,268,0.7107999920845032
350,1997,261,528,291,0.4715000092983246
350,1998,245,528,285,0.5218999981880188
350,1999,228,528,231,0.5286999940872192
350,2000,178,528,307,0.5483999848365784
351,1997,326,1782,258,0.5910999774932861
351,1998,314,1782,265,0.671999990940094
351,1999,257,1782,357,0.6119999885559082
351,2000,277,1782,380,0.6122000217437744
352,1997,211,1250,565,0.45330002903938293
352,1998,209,1250,575,0.37860000133514404
352,1999,200,1250,546,0.34470000863075256
352,2000,231,1250,581,0.351500004529953
353,1997,187,1041,564,0.4794999957084656
353,1998,193,1041,532,0.4977000057697296
353,1999,195,1041,575,0.4974000155925751
353,2000,225,1041,588,0.4641000032424927
354,1997,258,1724,948,0.3224000036716461
354,1998,257,1724,922,0.37209999561309814
354,1999,221,1724,1154,0.3929000198841095
354,2000,239,1724,1157,0.45490002632141113
355,1997,324,1846,2252,0.5171999931335449
355,1998,303,1846,2337,0.5486000180244446
355,1999,302,1846,2601,0.534500002861023
355,2000,324,1846,2679,0.5309000015258789
356,1997,324,1830,493,0.38819998502731323
356,1998,277,1830,603,0.4161999821662903
356,1999,331,1830,625,0.41130000352859497
356,2000,351,1830,772,0.44449999928474426
357,1997,321,1727,706,0.4246000051498413
357,1998,337,1727,659,0.4684999883174896
357,1999,311,1727,636,0.5074000358581543
357,2000,245,1727,913,0.5221999883651733
358,1997,148,1036,269,0.7409999966621399
358,1998,147,1036,244,0.6340000033378601
358,1999,151,1036,255,0.6097000241279602
358,2000,146,1036,274,0.6381999850273132
359,1997,146,773,172,0.6519999504089355
359,1998,148,773,194,0.5315999984741211
359,1999,151,773,120,0.4620000123977661
359,2000,141,773,131,0.5170999765396118
360,1997,290,1721,967,0.49630001187324524
360,1998,287,1721,988,0.5586000084877014
360,1999,284,1721,1113,0.5353000164031982
360,2000,269,1721,1275,0.524399995803833
361,1997,72,251,2610,0.42730000615119934
361,1998,74,251,2690,0.43130001425743103
361,1999,81,251,2745,0.4645000100135803
361,2000,92,251,2399,0.4659999907016754
362,1997,232,608,223,0.4620000123977661
362,1998,228,608,232,0.48360002040863037
362,1999,227,608,217,0.5134999752044678
362,2000,186,608,251,0.42340001463890076
363,1997,153,1012,1824,0.3833000063896179
363,1998,148,1012,1950,0.3560999929904938
363,1999,153,1012,2083,0.3345000147819519
363,2000,160,1012,1951,0.26910001039505005
364,1997,221,1437,299,0.6431999802589417
364,1998,218,1437,333,0.6972000002861023
364,1999,198,1437,389,0.7323000431060791
364,2000,196,1437,381,0.7794000506401062
365,1997,142,585,392,0.7049999833106995
365,1998,151,585,368,0.7021999955177307
365,1999,156,585,368,0.6136000156402588
365,2000,153,585,289,0.6487999558448792
366,1997,184,604,2374,0.6335999965667725
366,1998,187,604,2368,0.6205999851226807
366,1999,176,604,2728,0.6150000095367432
366,2000,204,604,2486,0.6687999963760376
367,1997,186,1145,471,0.3885999917984009
367,1998,194,1145,481,0.46700000762939453
367,1999,228,1145,420,0.40400001406669617
367,2000,225,1145,367,0.39959999918937683
368,1997,304,738,577,0.6507999897003174
368,1998,294,738,573,0.6097000241279602
368,1999,319,738,479,0.6000000238418579
368,2000,340,738,487,0.5570999979972839
369,1997,262,589,127,0.8485000133514404
369,1998,240,589,124,0.8959999680519104
369,1999,241,589,125,0.850600004196167
369,2000,272,589,106,0.8276999592781067
370,1997,290,812,350,0.62779998779296875
370,1998,287,812,338,0.6419000029563904
370,1999,310,812,314,0.6152999997138977
370,2000,344,812,311,0.6377999782562256
371,1997,253,1069,237,0.8126000165939331
371,1998,217,1069,346,0.810699999332428
371,1999,227,1069,335,0.7119999527931213
371,2000,225,1069,345,0.8206999897956848
372,1997,175,933,196,0.8916999697685242
372,1998,156,933,234,0.9033999443054199
372,1999,190,933,208,0.9061000347137451
372,2000,170,933,276,0.9094999432563782
373,1997,159,880,182,0.9187000393867493
373,1998,160,880,181,0.9135000109672546
373,1999,181,880,177,0.9337000250816345
373,2000,171,880,228,0.9251999855041504
374,1997,286,881,186,0.8019999861717224
374,1998,239,881,156,0.6004000306129456
374,1999,254,881,90,0.4975999891757965
374,2000,284,881,206,0.5447999835014343
375,1997,201,1679,160,0.8129000067710876
375,1998,210,1679,172,0.7648999691009521
375,1999,236,1679,173,0.7423000335693359
375,2000,206,1679,245,0.8123999834060669
376,1997,312,1901,286,0.75
376,1998,321,1901,303,0.7339000105857849
376,1999,325,1901,310,0.7477999925613403
376,2000,316,1901,351,0.7376999855041504
377,1997,169,949,217,0.8808000087738037
377,1998,165,949,224,0.8654000163078308
377,1999,174,949,232,0.8851999640464783
377,2000,191,949,203,0.8806999921798706
378,1997,248,596,230,0.4220000207424164
378,1998,218,596,282,0.4838000237941742
378,1999,144,596,436,0.453499972820282
378,2000,261,596,354,0.5091999769210815
379,1997,239,580,878,0.7957000136375427
379,1998,236,580,999,0.778499960899353
379,1999,234,580,1015,0.7540000081062317
379,2000,259,580,971,0.7358999848365784
380,1997,155,756,384,0.7576000094413757
380,1998,154,756,413,0.9219000339508057
380,1999,184,756,354,0.9266000390052795
380,2000,176,756,425,0.8995999693870544
381,1997,255,507,298,0.6962999701499939
381,1998,246,507,364,0.6258000135421753
381,1999,260,507,353,0.6029000282287598
381,2000,291,507,320,0.5633000135421753
382,1997,243,1570,209,0.840999960899353
382,1998,275,1570,167,0.8758999705314636
382,1999,285,1570,148,0.772599995136261
382,2000,268,1570,218,0.8455999493598938
383,1997,307,2037,288,0.7394999861717224
383,1998,333,2037,265,0.8046000003814697
383,1999,342,2037,292,0.7271000146865845
383,2000,312,2037,315,0.7405000329017639
384,1997,327,1966,144,0.8032000064849854
384,1998,322,1966,146,0.7766000628471375
384,1999,341,1966,138,0.7049999833106995
384,2000,290,1966,171,0.7473000288009644
385,1997,183,773,242,0.8994999527931213
385,1998,163,773,281,0.9094999432563782
385,1999,182,773,285,0.8740000128746033
385,2000,178,773,338,0.8933999538421631
386,1997,217,409,341,0.9180999994277954
386,1998,203,409,306,0.8888999819755554
386,1999,200,409,317,0.8815000057220459
386,2000,224,409,421,0.871399998664856
387,1997,291,1021,400,0.5422000288963318
387,1998,282,1021,420,0.5803999900817871
387,1999,291,1021,385,0.4715999960899353
387,2000,331,1021,367,0.490200012922287
388,1997,220,1202,334,0.4458000063896179
388,1998,211,1202,351,0.4453999996185303
388,1999,262,1202,290,0.44830000400543213
388,2000,273,1202,327,0.43630000948905945
389,1997,183,95,174,0.770799994468689
389,1998,138,95,164,0.7387000322341919
389,1999,162,95,146,0.7631999850273132
389,2000,203,95,130,0.6948000192642212
390,1997,155,1062,435,0.7003999948501587
390,1998,142,1062,430,0.7296000123023987
390,1999,158,1062,447,0.6897000074386597
390,2000,169,1062,429,0.7158000469207764
391,1997,165,1026,272,0.6917999982833862
391,1998,148,1026,334,0.6624000072479248
391,1999,171,1026,325,0.7328000068664551
391,2000,173,1026,371,0.7644999623298645
392,1997,229,475,193,0.8308999538421631
392,1998,225,475,176,0.8423000574111938
392,1999,199,475,217,0.7053999900817871
392,2000,181,475,246,0.6072999835014343
393,1997,214,1092,505,0.7102999687194824
393,1998,224,1092,480,0.7687999606132507
393,1999,212,1092,550,0.7738999724388123
393,2000,240,1092,506,0.738099992275238
394,1997,138,261,222,0.7785999774932861
394,1998,174,261,195,0.7746999859809875
394,1999,183,261,201,0.7723000049591064
394,2000,220,261,176,0.7251999378204346
395,1997,120,695,280,0.6284999847412109
395,1998,120,695,271,0.5777999758720398
395,1999,125,695,266,0.6758999824523926
395,2000,151,695,239,0.5922000408172607
396,1997,159,1826,553,0.5706000328063965
396,1998,179,1826,492,0.6987000107765198
396,1999,165,1826,686,0.6341000199317932
396,2000,165,1826,743,0.6757000088691711
397,1997,243,2054,551,0.5516999959945679
397,1998,242,2054,492,0.5683000087738037
397,1999,229,2054,590,0.5824999809265137
397,2000,242,2054,610,0.6043000221252441
398,1997,181,1081,229,0.4509999752044678
398,1998,154,1081,268,0.4580000042915344
398,1999,168,1081,296,0.4733999967575073
398,2000,173,1081,250,0.5070000290870667
399,1997,192,328,232,0.5393999814987183
399,1998,203,328,209,0.6245999932289124
399,1999,211,328,229,0.5699000358581543
399,2000,222,328,209,0.4896000027656555
400,1997,274,622,282,0.7255000472068787
400,1998,262,622,284,0.6319000124931335
400,1999,280,622,307,0.5568000078201294
400,2000,295,622,301,0.5964000225067139
401,1997,72,448,460,0.6787999868392944
401,1998,77,448,446,0.6922000050544739
401,1999,72,448,540,0.6805000305175781
401,2000,79,448,504,0.6665000319480896
402,1997,217,412,1330,0.8594000339508057
402,1998,218,412,1246,0.8641000390052795
402,1999,231,412,1258,0.7639999985694885
402,2000,255,412,1189,0.8016000390052795
403,1997,143,895,508,0.6542999744415283
403,1998,113,895,842,0.5099999904632568
403,1999,143,895,686,0.6858999729156494
403,2000,149,895,721,0.7109999656677246
404,1997,262,363,350,0.5141000151634216
404,1998,251,363,341,0.4950999915599823
404,1999,281,363,338,0.4968000054359436
404,2000,284,363,349,0.5191999673843384
405,1997,168,1738,554,0.4609000086784363
405,1998,175,1738,465,0.47519999742507935
405,1999,180,1738,486,0.48570001125335693
405,2000,180,1738,514,0.5371000170707703
406,1997,136,540,263,0.6438999772071838
406,1998,125,540,295,0.7423000335693359
406,1999,162,540,277,0.6198999881744385
406,2000,180,540,233,0.4456999897956848
407,1997,195,1569,112,0.36340001225471497
407,1998,202,1569,98,0.3411000072956085
407,1999,186,1569,118,0.36910000443458557
407,2000,192,1569,117,0.3781000077724457
408,1997,199,2029,207,0.41349998116493225
408,1998,219,2029,200,0.49000000953674316
408,1999,186,2029,260,0.4786999821662903
408,2000,218,2029,230,0.28440001606941223
409,1997,251,2162,382,0.6265000104904175
409,1998,258,2162,367,0.5857999920845032
409,1999,259,2162,383,0.6032000184059143
409,2000,272,2162,422,0.6737000346183777
410,1997,277,2026,159,0.3347000181674957
410,1998,303,2026,145,0.2831999957561493
410,1999,251,2026,194,0.33390000462532043
410,2000,243,2026,194,0.24690000712871552
411,1997,78,487,553,0.5151000022888184
411,1998,76,487,600,0.5267999768257141
411,1999,75,487,636,0.43689998984336853
411,2000,91,487,530,0.4602999985218048
412,1997,144,927,471,0.6922000050544739
412,1998,130,927,515,0.7280000448226929
412,1999,150,927,511,0.6650000214576721
412,2000,155,927,516,0.6908999681472778
413,1997,156,308,342,0.8437999486923218
413,1998,111,308,398,0.9521999955177307
413,1999,151,308,316,0.9462999701499939
413,2000,191,308,282,0.9556999802589417
414,1997,167,1022,132,0.3322000205516815
414,1998,157,1022,156,0.3499999940395355
414,1999,184,1022,133,0.36959999799728394
414,2000,170,1022,152,0.527999997138977
415,1997,126,592,342,0.7364000082015991
415,1998,153,592,371,0.7348999977111816
415,1999,185,592,248,0.7294999957084656
415,2000,173,592,299,0.763700008392334
416,1997,132,811,235,0.5652000308036804
416,1998,194,811,160,0.5566999912261963
416,1999,229,811,142,0.6754000186920166
416,2000,224,811,158,0.5092999935150146
417,1997,127,992,96,0.414000004529953
417,1998,159,992,69,0.3849000036716461
417,1999,184,992,63,0.5407000184059143
417,2000,190,992,55,0.4254000186920166
418,1997,133,539,80,0.5940000414848328
418,1998,182,539,71,0.8307999968528748
418,1999,229,539,45,0.8039000034332275
418,2000,165,539,59,0.8503000140190125
419,1997,85,604,518,0.82089996337890625
419,1998,106,604,434,0.8684999942779541
419,1999,125,604,291,0.7998999953269958
419,2000,127,604,181,0.40950000286102295
420,1997,145,834,273,0.35169997811317444
420,1998,151,834,323,0.536300003528595
420,1999,184,834,257,0.5322999954223633
420,2000,204,834,251,0.6636000275611877
421,1997,188,1685,55,0.32089999318122864
421,1998,202,1685,44,0.3116999864578247
421,1999,208,1685,45,0.24819999933242798
421,2000,220,1685,46,0.37049999833106995
422,1997,123,726,166,0.832099974155426
422,1998,118,726,162,0.7834999561309814
422,1999,133,726,172,0.7921000123023987
422,2000,127,726,171,0.794700026512146
423,1997,151,1008,49,0.31850001215934753
423,1998,169,1008,69,0.3105999827384949
423,1999,179,1008,77,0.23839999735355377
423,2000,184,1008,71,0.46729999780654907
424,1997,201,1634,246,0.2670999765396118
424,1998,237,1634,188,0.4690000116825104
424,1999,245,1634,170,0.3456999957561493
424,2000,237,1634,190,0.34299999475479126
425,1997,125,461,43,0.5751000046730042
425,1998,192,461,36,0.513700008392334
425,1999,234,461,28,0.5382000207901001
425,2000,186,461,26,0.49160000681877136
426,1997,124,793,86,0.39160001277923584
426,1998,173,793,48,0.5011000037193298
426,1999,187,793,46,0.4895000159740448
426,2000,203,793,52,0.46779999136924744
427,1997,144,1524,205,0.5224999785423279
427,1998,152,1524,181,0.33070001006126404
427,1999,206,1524,119,0.3220999836921692
427,2000,229,1524,127,0.27219998836517334
428,1997,97,551,307,0.8369999527931213
428,1998,152,551,229,0.8601999878883362
428,1999,178,551,193,0.7641000151634216
428,2000,187,551,199,0.8212999701499939
429,1997,162,1030,86,0.5076000094413757
429,1998,204,1030,79,0.5076000094413757
429,1999,217,1030,54,0.5259999632835388
429,2000,218,1030,86,0.5038000345230103
430,1997,99,410,130,0.823199987411499
430,1998,149,410,87,0.7985000014305115
430,1999,158,410,73,0.8163999915122986
430,2000,186,410,73,0.8109999895095825
431,1997,128,732,86,0.454399973154068
431,1998,161,732,94,0.4616999924182892
431,1999,192,732,89,0.4261000156402588
431,2000,191,732,83,0.5493000149726868
432,1997,121,818,143,0.3840999901294708
432,1998,194,818,97,0.5313000082969666
432,1999,192,818,101,0.414000004529953
432,2000,186,818,111,0.4562000036239624
433,1997,154,964,150,0.48580002784729004
433,1998,177,964,144,0.5952999591827393
433,1999,176,964,159,0.6705000400543213
433,2000,209,964,142,0.4991999864578247
434,1997,203,944,120,0.5167999863624573
434,1998,190,944,165,0.37700000405311584
434,1999,254,944,114,0.48900002241134644
434,2000,262,944,120,0.5153999924659729
435,1997,159,1069,128,0.5853999853134155
435,1998,200,1069,116,0.6334999799728394
435,1999,200,1069,108,0.5529999732971191
435,2000,224,1069,102,0.4684999883174896
436,1997,142,520,31,0.5397999882698059
436,1998,203,520,32,0.49320000410079956
436,1999,220,520,33,0.5812000036239624
436,2000,254,520,26,0.5514000058174133
437,1997,200,1471,299,0.4334000051021576
437,1998,240,1471,233,0.5291000008583069
437,1999,253,1471,203,0.415800005197525
437,2000,282,1471,219,0.40130001306533813
438,1997,157,614,341,0.37229999899864197
438,1998,162,614,337,0.40299999713897705
438,1999,179,614,320,0.4178999960422516
438,2000,188,614,306,0.4836999773979187
439,1997,242,927,448,0.7486000061035156
439,1998,270,927,421,0.7516999840736389
439,1999,277,927,364,0.734000027179718
439,2000,297,927,372,0.692300021648407
440,1997,233,1156,209,0.6796000003814697
440,1998,271,1156,234,0.6895999908447266
440,1999,302,1156,218,0.6687000393867493
440,2000,297,1156,230,0.5674000382423401
441,1997,111,973,278,0.3474000096321106
441,1998,135,973,234,0.43220001459121704
441,1999,127,973,306,0.45419996976852417
441,2000,129,973,346,0.34619998931884766
442,1997,121,931,258,0.5223000049591064
442,1998,139,931,184,0.6220999956130981
442,1999,148,931,189,0.5823000073432922
442,2000,140,931,238,0.5224000215530396
443,1997,187,987,278,0.6561000347137451
443,1998,187,987,241,0.6040999889373779
443,1999,187,987,279,0.6501999497413635
443,2000,199,987,300,0.6820999979972839
444,1997,109,634,207,0.4564000070095062
444,1998,119,634,210,0.5025999546051025
444,1999,122,634,210,0.4562000036239624
444,2000,140,634,191,0.44369998574256897
445,1997,128,1772,543,0.6448999643325806
445,1998,133,1772,576,0.7294000387191772
445,1999,121,1772,740,0.684499979019165
445,2000,132,1772,751,0.6008999943733215
446,1997,191,1998,356,0.23759999871253967
446,1998,176,1998,472,0.4854999780654907
446,1999,165,1998,548,0.40479999780654907
446,2000,183,1998,477,0.262800008058548
447,1997,130,991,211,0.38929998874664307
447,1998,136,991,221,0.564300000667572
447,1999,152,991,191,0.44040000438690186
447,2000,158,991,180,0.5795999765396118
448,1997,260,627,216,0.7978000044822693
448,1998,254,627,223,0.8141999840736389
448,1999,275,627,213,0.7783999443054199
448,2000,274,627,218,0.7787999510765076
449,1997,186,478,1068,0.3659999966621399
449,1998,196,478,1034,0.3595999777317047
449,1999,214,478,968,0.38499999046325684
449,2000,207,478,988,0.35339999198913574
450,1997,98,802,786,0.541700005531311
450,1998,109,802,738,0.7267000079154968
450,1999,110,802,835,0.6951000094413757
450,2000,116,802,846,0.6641000509262085
451,1997,198,405,356,0.8084999918937683
451,1998,202,405,312,0.8238999843597412
451,1999,231,405,277,0.9235000014305115
451,2000,247,405,282,0.9312999844551086
452,1997,167,1672,459,0.6190999746322632
452,1998,154,1672,509,0.704800009727478
452,1999,138,1672,595,0.598800003528595
452,2000,152,1672,558,0.5924999713897705
453,1997,214,2041,93,0.2897000014781952
453,1998,246,2041,77,0.25459998846054077
453,1999,157,2041,124,0.30709999799728394
453,2000,183,2041,119,0.39490002393722534
454,1997,155,1969,193,0.30000001192092896
454,1998,153,1969,232,0.3309999704360962
454,1999,149,1969,231,0.19409999251365662
454,2000,163,1969,228,0.17969998717308044
455,1997,211,2125,232,0.19200000166893005
455,1998,198,2125,276,0.21790000796318054
455,1999,177,2125,308,0.20110000669956207
455,2000,205,2125,285,0.2835000157356262
456,1997,180,2021,183,0.29089999198913574
456,1998,232,2021,152,0.21969999372959137
456,1999,161,2021,228,0.364300012588501
456,2000,194,2021,186,0.3720000088214874
457,1997,68,410,418,0.5964000225067139
457,1998,70,410,470,0.6098999977111816
457,1999,68,410,445,0.5974000096321106
457,2000,89,410,417,0.6150999665260315
458,1997,100,829,504,0.30300000309944153
458,1998,105,829,615,0.5458999872207642
458,1999,111,829,696,0.5511999726295471
458,2000,113,829,701,0.4829000234603882
459,1997,135,320,390,0.6011999845504761
459,1998,162,320,420,0.6154000163078308
459,1999,113,320,561,0.6753000020980835
459,2000,142,320,467,0.5859999656677246
460,1997,87,352,492,0.6399000287055969
460,1998,91,352,485,0.638700008392334
460,1999,95,352,455,0.6851000189781189
460,2000,103,352,434,0.73580002784729
461,1997,74,187,482,0.7031999826431274
461,1998,77,187,467,0.7148999571800232
461,1999,76,187,464,0.7006999850273132
461,2000,83,187,420,0.6935999989509583
462,1997,231,861,194,0.7095999717712402
462,1998,179,861,274,0.6380000114440918
462,1999,195,861,240,0.5313000082969666
462,2000,197,861,270,0.4887000024318695
463,1997,113,641,1953,0.5227999687194824
463,1998,210,641,1569,0.4822999835014343
